Ticket,Open Time,Type,Size,Item,Price,S / L,T / P,Close Time,Price,Commission,Taxes,Swap,Profit
78287008,16.04.2024 10:30,buy,0.50,gbpusdc,1.24441,0.00000,1.24466,16.04.2024 11:35,1.24470,-2.50,0.00,0.00,14.50
78287369,16.04.2024 12:30,buy,0.50,gbpusdc,1.24444,0.00000,1.24469,16.04.2024 12:47,1.24469,-2.50,0.00,0.00,12.50
78279067,15.04.2024 18:00,sell,0.50,gbpusdc,1.24502,0.00000,1.24477,15.04.2024 18:04,1.24476,-2.50,0.00,0.00,13.00
78278867,15.04.2024 17:30,sell,0.50,gbpusdc,1.24515,0.00000,1.24490,15.04.2024 17:45,1.24488,-2.50,0.00,0.00,13.50
78279152,15.04.2024 18:15,sell,0.50,gbpusdc,1.24517,0.00000,1.24492,15.04.2024 20:52,1.24403,-2.50,0.00,0.00,57.00
78287877,16.04.2024 15:30,sell,0.50,gbpusdc,1.24534,0.00000,1.24509,16.04.2024 16:55,1.24507,-2.50,0.00,0.00,13.50
78287815,16.04.2024 15:15,sell,0.50,gbpusdc,1.24551,0.00000,1.24526,16.04.2024 15:23,1.24524,-2.50,0.00,0.00,13.50
78287496,16.04.2024 13:15,buy,0.50,gbpusdc,1.24508,0.00000,1.24533,16.04.2024 14:50,1.24533,-2.50,0.00,0.00,12.50
78287290,16.04.2024 12:15,buy,0.50,gbpusdc,1.24512,0.00000,1.24537,16.04.2024 12:16,1.24539,-2.50,0.00,0.00,13.50
78287451,16.04.2024 13:00,buy,0.50,gbpusdc,1.24523,0.00000,1.24548,16.04.2024 13:08,1.24548,-2.50,0.00,0.00,12.50
78287753,16.04.2024 15:00,sell,0.50,gbpusdc,1.24579,0.00000,1.24554,16.04.2024 15:02,1.24554,-2.50,0.00,0.00,12.50
78278727,15.04.2024 17:15,sell,0.50,gbpusdc,1.24585,0.00000,1.24560,15.04.2024 17:21,1.24558,-2.50,0.00,0.00,13.50
78276256,15.04.2024 10:45,sell,0.50,gbpusdc,1.24648,0.00000,1.24623,15.04.2024 10:46,1.24623,-2.50,0.00,0.00,12.50
78275946,15.04.2024 09:00,sell,0.50,gbpusdc,1.24658,0.00000,1.24633,15.04.2024 09:01,1.24632,-2.50,0.00,0.00,13.00
78276042,15.04.2024 09:15,sell,0.50,gbpusdc,1.24659,0.00000,1.24634,15.04.2024 10:25,1.24632,-2.50,0.00,0.00,13.50
