Date,Time,Open,High,Low,Close,Volume
20240101,22:00:00,1.27184,1.27225,1.27155,1.27225,26900000
20240101,22:15:00,1.27209,1.27280,1.27209,1.27257,339800000
20240101,22:30:00,1.27257,1.27282,1.27165,1.27282,302100000
20240101,22:45:00,1.27284,1.27299,1.27256,1.27259,422010000
20240101,23:00:00,1.27260,1.27347,1.27259,1.27320,1003620000
20240101,23:15:00,1.27320,1.27320,1.27261,1.27305,443570000
20240101,23:30:00,1.27306,1.27311,1.27267,1.27267,406050000
20240101,23:45:00,1.27266,1.27288,1.27258,1.27274,334430000
20240102,00:00:00,1.27275,1.27294,1.27264,1.27272,563660000
20240102,00:15:00,1.27272,1.27292,1.27212,1.27228,614960000
20240102,00:30:00,1.27229,1.27241,1.27215,1.27221,673340000
20240102,00:45:00,1.27221,1.27265,1.27216,1.27250,470070000
20240102,01:00:00,1.27250,1.27331,1.27236,1.27253,2091640000
20240102,01:15:00,1.27259,1.27298,1.27249,1.27258,1841850000
20240102,01:30:00,1.27259,1.27263,1.27215,1.27243,1206900000
20240102,01:45:00,1.27243,1.27265,1.27199,1.27202,681510000
20240102,02:00:00,1.27204,1.27252,1.27202,1.27244,705630000
20240102,02:15:00,1.27244,1.27244,1.27209,1.27209,1189160000
20240102,02:30:00,1.27208,1.27225,1.27122,1.27138,1518000000
20240102,02:45:00,1.27137,1.27146,1.27097,1.27104,1142080000
20240102,03:00:00,1.27104,1.27166,1.27095,1.27152,1007320000
20240102,03:15:00,1.27153,1.27164,1.27125,1.27133,848310000
20240102,03:30:00,1.27140,1.27155,1.27139,1.27153,452340000
20240102,03:45:00,1.27154,1.27194,1.27129,1.27181,512190000
20240102,04:00:00,1.27180,1.27188,1.27142,1.27154,494290000
20240102,04:15:00,1.27156,1.27156,1.27127,1.27127,532430000
20240102,04:30:00,1.27130,1.27158,1.27126,1.27126,500100000
20240102,04:45:00,1.27127,1.27141,1.27107,1.27139,428870000
20240102,05:00:00,1.27139,1.27205,1.27139,1.27204,683430000
20240102,05:15:00,1.27205,1.27246,1.27200,1.27237,627760000
20240102,05:30:00,1.27236,1.27299,1.27232,1.27295,756950000
20240102,05:45:00,1.27296,1.27409,1.27289,1.27367,1061490000
20240102,06:00:00,1.27368,1.27369,1.27314,1.27337,1123830000
20240102,06:15:00,1.27337,1.27339,1.27310,1.27337,982000000
20240102,06:30:00,1.27337,1.27363,1.27323,1.27335,1095990000
20240102,06:45:00,1.27335,1.27358,1.27287,1.27307,1099740000
20240102,07:00:00,1.27309,1.27364,1.27264,1.27342,1893740000
20240102,07:15:00,1.27342,1.27415,1.27337,1.27386,1056560000
20240102,07:30:00,1.27387,1.27438,1.27337,1.27340,1366990000
20240102,07:45:00,1.27340,1.27369,1.27303,1.27320,3026480000
20240102,08:00:00,1.27324,1.27596,1.27292,1.27571,3052430000
20240102,08:15:00,1.27569,1.27580,1.27458,1.27489,1805150000
20240102,08:30:00,1.27487,1.27534,1.27447,1.27488,1291000000
20240102,08:45:00,1.27488,1.27542,1.27463,1.27494,1346810000
20240102,09:00:00,1.27493,1.27559,1.27451,1.27513,1238850000
20240102,09:15:00,1.27511,1.27527,1.27423,1.27445,1049650000
20240102,09:30:00,1.27446,1.27462,1.27259,1.27269,1605420000
20240102,09:45:00,1.27266,1.27269,1.27168,1.27171,1441440000
20240102,10:00:00,1.27169,1.27184,1.27027,1.27064,1390520000
20240102,10:15:00,1.27064,1.27124,1.27058,1.27092,1414710000
20240102,10:30:00,1.27090,1.27146,1.27023,1.27066,2364420000
20240102,10:45:00,1.27066,1.27073,1.26920,1.26948,2133980000
20240102,11:00:00,1.26947,1.26947,1.26681,1.26693,3020130000
20240102,11:15:00,1.26693,1.26824,1.26670,1.26728,1831900000
20240102,11:30:00,1.26728,1.26740,1.26578,1.26580,1379330000
20240102,11:45:00,1.26580,1.26628,1.26538,1.26621,1517110000
20240102,12:00:00,1.26623,1.26626,1.26521,1.26564,1572950000
20240102,12:15:00,1.26560,1.26626,1.26540,1.26588,1325610000
20240102,12:30:00,1.26588,1.26594,1.26452,1.26475,1309470000
20240102,12:45:00,1.26474,1.26505,1.26392,1.26433,1266620000
20240102,13:00:00,1.26434,1.26481,1.26403,1.26441,1362300000
20240102,13:15:00,1.26441,1.26473,1.26345,1.26398,1613050000
20240102,13:30:00,1.26401,1.26476,1.26349,1.26379,1996060000
20240102,13:45:00,1.26379,1.26392,1.26211,1.26294,1656830000
20240102,14:00:00,1.26292,1.26366,1.26197,1.26240,2367420000
20240102,14:15:00,1.26240,1.26381,1.26217,1.26348,1878450000
20240102,14:30:00,1.26348,1.26443,1.26311,1.26356,2956430000
20240102,14:45:00,1.26366,1.26415,1.26242,1.26279,3918250000
20240102,15:00:00,1.26280,1.26370,1.26199,1.26228,3636720000
20240102,15:15:00,1.26230,1.26318,1.26155,1.26269,2599370000
20240102,15:30:00,1.26269,1.26270,1.26150,1.26166,3821590000
20240102,15:45:00,1.26167,1.26258,1.26147,1.26248,2870270000
20240102,16:00:00,1.26249,1.26349,1.26169,1.26302,3599770000
20240102,16:15:00,1.26299,1.26317,1.26218,1.26238,3978310000
20240102,16:30:00,1.26236,1.26238,1.26105,1.26157,2593860000
20240102,16:45:00,1.26156,1.26326,1.26154,1.26294,1160040000
20240102,17:00:00,1.26295,1.26327,1.26233,1.26288,2186520000
20240102,17:15:00,1.26286,1.26334,1.26216,1.26310,2361240000
20240102,17:30:00,1.26310,1.26365,1.26299,1.26337,1256520000
20240102,17:45:00,1.26338,1.26351,1.26278,1.26327,1791440000
20240102,18:00:00,1.26327,1.26346,1.26234,1.26305,1222470000
20240102,18:15:00,1.26304,1.26341,1.26289,1.26317,797760000
20240102,18:30:00,1.26319,1.26320,1.26257,1.26267,806580000
20240102,18:45:00,1.26268,1.26304,1.26248,1.26254,1696590000
20240102,19:00:00,1.26256,1.26256,1.26198,1.26234,1467250000
20240102,19:15:00,1.26233,1.26262,1.26211,1.26257,1107020000
20240102,19:30:00,1.26258,1.26263,1.26215,1.26251,799590000
20240102,19:45:00,1.26251,1.26256,1.26194,1.26197,822990000
20240102,20:00:00,1.26196,1.26257,1.26192,1.26239,761820000
20240102,20:15:00,1.26238,1.26263,1.26200,1.26203,791190000
20240102,20:30:00,1.26204,1.26237,1.26193,1.26199,798750000
20240102,20:45:00,1.26197,1.26237,1.26156,1.26175,861260000
20240102,21:00:00,1.26175,1.26194,1.26156,1.26190,696360000
20240102,21:15:00,1.26191,1.26209,1.26177,1.26177,343740000
20240102,21:30:00,1.26177,1.26216,1.26176,1.26198,274140000
20240102,21:45:00,1.26198,1.26209,1.26149,1.26149,576650000
20240102,22:00:00,1.26149,1.26226,1.26139,1.26168,307500000
20240102,22:15:00,1.26179,1.26210,1.26170,1.26184,538910000
20240102,22:30:00,1.26196,1.26206,1.26172,1.26180,748000000
20240102,22:45:00,1.26178,1.26206,1.26172,1.26179,1581370000
20240102,23:00:00,1.26186,1.26213,1.26182,1.26210,346360000
20240102,23:15:00,1.26210,1.26232,1.26198,1.26232,189900000
20240102,23:30:00,1.26231,1.26232,1.26210,1.26219,268200000
20240102,23:45:00,1.26218,1.26239,1.26213,1.26220,460140000
20240103,00:00:00,1.26221,1.26241,1.26196,1.26241,548550000
20240103,00:15:00,1.26241,1.26289,1.26230,1.26288,402930000
20240103,00:30:00,1.26287,1.26317,1.26286,1.26308,726750000
20240103,00:45:00,1.26309,1.26311,1.26285,1.26308,794190000
20240103,01:00:00,1.26307,1.26333,1.26291,1.26306,951690000
20240103,01:15:00,1.26304,1.26304,1.26249,1.26291,1684170000
20240103,01:30:00,1.26291,1.26319,1.26277,1.26292,975330000
20240103,01:45:00,1.26293,1.26324,1.26281,1.26286,909600000
20240103,02:00:00,1.26285,1.26311,1.26268,1.26290,1118460000
20240103,02:15:00,1.26291,1.26291,1.26264,1.26271,963000000
20240103,02:30:00,1.26270,1.26286,1.26261,1.26267,755220000
20240103,02:45:00,1.26269,1.26298,1.26261,1.26287,649290000
20240103,03:00:00,1.26286,1.26330,1.26285,1.26295,892590000
20240103,03:15:00,1.26294,1.26324,1.26289,1.26318,2025550000
20240103,03:30:00,1.26320,1.26368,1.26318,1.26367,933240000
20240103,03:45:00,1.26367,1.26406,1.26366,1.26402,1112040000
20240103,04:00:00,1.26402,1.26413,1.26390,1.26400,669690000
20240103,04:15:00,1.26400,1.26406,1.26380,1.26387,793270000
20240103,04:30:00,1.26386,1.26400,1.26376,1.26384,1036350000
20240103,04:45:00,1.26382,1.26410,1.26377,1.26409,846900000
20240103,05:00:00,1.26409,1.26411,1.26378,1.26382,1387350000
20240103,05:15:00,1.26384,1.26401,1.26366,1.26369,1578900000
20240103,05:30:00,1.26367,1.26401,1.26329,1.26334,1218510000
20240103,05:45:00,1.26336,1.26339,1.26296,1.26303,1051190000
20240103,06:00:00,1.26303,1.26368,1.26301,1.26368,949230000
20240103,06:15:00,1.26366,1.26391,1.26338,1.26384,923340000
20240103,06:30:00,1.26384,1.26422,1.26382,1.26419,468900000
20240103,06:45:00,1.26419,1.26460,1.26418,1.26432,718350000
20240103,07:00:00,1.26433,1.26433,1.26313,1.26315,1280850000
20240103,07:15:00,1.26315,1.26349,1.26240,1.26338,1030770000
20240103,07:30:00,1.26341,1.26405,1.26308,1.26326,1607890000
20240103,07:45:00,1.26327,1.26465,1.26317,1.26430,1472730000
20240103,08:00:00,1.26431,1.26478,1.26353,1.26478,2040150000
20240103,08:15:00,1.26478,1.26522,1.26398,1.26434,1631510000
20240103,08:30:00,1.26437,1.26486,1.26386,1.26432,1397070000
20240103,08:45:00,1.26434,1.26474,1.26397,1.26414,1074910000
20240103,09:00:00,1.26413,1.26466,1.26331,1.26340,1235490000
20240103,09:15:00,1.26341,1.26353,1.26284,1.26309,1532040000
20240103,09:30:00,1.26309,1.26370,1.26286,1.26348,1111830000
20240103,09:45:00,1.26347,1.26369,1.26250,1.26277,1326910000
20240103,10:00:00,1.26275,1.26312,1.26247,1.26273,1158840000
20240103,10:15:00,1.26272,1.26280,1.26224,1.26224,1050210000
20240103,10:30:00,1.26221,1.26310,1.26219,1.26236,1155030000
20240103,10:45:00,1.26235,1.26279,1.26198,1.26260,981000000
20240103,11:00:00,1.26263,1.26309,1.26251,1.26297,1140430000
20240103,11:15:00,1.26295,1.26295,1.26197,1.26228,879030000
20240103,11:30:00,1.26228,1.26283,1.26184,1.26247,1597380000
20240103,11:45:00,1.26248,1.26313,1.26229,1.26265,1198560000
20240103,12:00:00,1.26264,1.26322,1.26241,1.26319,1359730000
20240103,12:15:00,1.26321,1.26417,1.26249,1.26263,1263030000
20240103,12:30:00,1.26261,1.26295,1.26198,1.26246,945180000
20240103,12:45:00,1.26246,1.26295,1.26209,1.26243,1573890000
20240103,13:00:00,1.26241,1.26285,1.26230,1.26257,2487860000
20240103,13:15:00,1.26255,1.26334,1.26179,1.26330,2539980000
20240103,13:30:00,1.26335,1.26429,1.26313,1.26364,1948380000
20240103,13:45:00,1.26362,1.26381,1.26224,1.26293,2197680000
20240103,14:00:00,1.26293,1.26310,1.26175,1.26199,2165230000
20240103,14:15:00,1.26199,1.26286,1.26177,1.26265,1981540000
20240103,14:30:00,1.26266,1.26303,1.26198,1.26278,3031620000
20240103,14:45:00,1.26276,1.26413,1.26261,1.26321,2471100000
20240103,15:00:00,1.26315,1.26562,1.26242,1.26315,6219010000
20240103,15:15:00,1.26316,1.26513,1.26286,1.26406,3689370000
20240103,15:30:00,1.26406,1.26483,1.26218,1.26266,3628370000
20240103,15:45:00,1.26268,1.26349,1.26156,1.26276,3373670000
20240103,16:00:00,1.26276,1.26437,1.26268,1.26428,2667190000
20240103,16:15:00,1.26428,1.26503,1.26423,1.26445,2844290000
20240103,16:30:00,1.26446,1.26484,1.26387,1.26421,2598850000
20240103,16:45:00,1.26420,1.26444,1.26373,1.26404,1829460000
20240103,17:00:00,1.26404,1.26433,1.26367,1.26413,1581180000
20240103,17:15:00,1.26412,1.26469,1.26404,1.26464,2666380000
20240103,17:30:00,1.26463,1.26471,1.26422,1.26463,1653300000
20240103,17:45:00,1.26465,1.26469,1.26393,1.26447,2128590000
20240103,18:00:00,1.26445,1.26527,1.26425,1.26507,1249250000
20240103,18:15:00,1.26508,1.26542,1.26476,1.26502,1403760000
20240103,18:30:00,1.26503,1.26503,1.26404,1.26435,1455450000
20240103,18:45:00,1.26434,1.26500,1.26426,1.26476,1474170000
20240103,19:00:00,1.26478,1.26550,1.26303,1.26428,5437500000
20240103,19:15:00,1.26434,1.26748,1.26425,1.26732,2749780000
20240103,19:30:00,1.26744,1.26761,1.26614,1.26696,5021880000
20240103,19:45:00,1.26696,1.26714,1.26625,1.26633,2635530000
20240103,20:00:00,1.26639,1.26656,1.26598,1.26646,2271620000
20240103,20:15:00,1.26648,1.26659,1.26540,1.26599,2352570000
