DateTime,Open,High,Low,Close,Volume
2024-03-17,1.2727,1.27374,1.27264,1.27307,3597700000
2024-03-18,1.27307,1.27465,1.27176,1.2726,61153410000
2024-03-19,1.27261,1.27326,1.26674,1.27174,88987970000
2024-03-20,1.27173,1.27981,1.26841,1.27977,122823070000
2024-03-21,1.27975,1.2803,1.26503,1.26602,133648760000
2024-03-22,1.26601,1.26751,1.25748,1.25984,88619610000
2024-03-24,1.25948,1.26018,1.25901,1.2597,4007830000
2024-03-25,1.25972,1.2652,1.25914,1.26358,61001460000
2024-03-26,1.26359,1.26676,1.26217,1.26274,70008150000
2024-03-27,1.26273,1.26408,1.26052,1.26165,76067930000
2024-03-28,1.26167,1.26544,1.25855,1.26211,90537100000
2024-03-29,1.26211,1.26448,1.26092,1.26158,44550880000
2024-03-31,1.26077,1.26415,1.26077,1.26372,11114560000
2024-04-01,1.26372,1.26416,1.25393,1.25458,67313500000
2024-04-02,1.25457,1.25806,1.25391,1.25757,80918990000
2024-04-03,1.25754,1.26559,1.25621,1.26509,94466760000
2024-04-04,1.26509,1.26833,1.26349,1.26387,82564170000
2024-04-05,1.26387,1.26483,1.25741,1.26361,104314700000
2024-04-07,1.26244,1.26339,1.26206,1.26235,5061500000
2024-04-08,1.26233,1.26636,1.2613,1.26572,90957220000
2024-04-09,1.2657,1.2709,1.26485,1.26767,76691500000
2024-04-10,1.26767,1.27078,1.252,1.25362,123750000000
2024-04-11,1.25363,1.25784,1.25105,1.25544,88046320000
2024-04-12,1.25541,1.25585,1.24263,1.24482,84828700000
2024-04-14,1.2441,1.24629,1.24362,1.24593,5882720000
2024-04-15,1.24594,1.24983,1.24355,1.24458,101014730000
2024-04-16,1.24459,1.24718,1.24055,1.24302,113751450000
2024-04-17,1.24301,1.24815,1.24168,1.24525,98699500000
2024-04-18,1.24529,1.24843,1.24318,1.24345,79133270000
2024-04-19,1.24344,1.24682,1.23666,1.23695,123925120000
2024-04-21,1.23694,1.23783,1.23655,1.2375,3362310000
2024-04-22,1.23756,1.23919,1.22991,1.23494,66231380000
2024-04-23,1.23494,1.24582,1.23315,1.24541,86095530000
2024-04-24,1.24541,1.24697,1.24223,1.24589,67300460000
2024-04-25,1.24588,1.2527,1.2454,1.2507,106176690000
2024-04-26,1.25068,1.25409,1.24489,1.24908,86075900000
2024-04-28,1.24632,1.25096,1.24623,1.25093,1826360000
2024-04-29,1.25093,1.25693,1.25072,1.25593,93411900000
2024-04-30,1.25592,1.25609,1.24876,1.24884,99746550000
2024-05-01,1.24888,1.25499,1.24659,1.25359,111501060000
2024-05-02,1.25359,1.25444,1.24717,1.25392,115334960000
2024-05-03,1.25395,1.2634,1.25292,1.25446,120883930000
2024-05-05,1.25324,1.25528,1.25324,1.25404,4314480000
2024-05-06,1.25404,1.25941,1.25381,1.2559,86663840000
2024-05-07,1.2559,1.25704,1.24983,1.25015,82336310000
2024-05-08,1.25011,1.25045,1.24675,1.24928,74588420000
2024-05-09,1.24929,1.25296,1.24457,1.25246,89960350000
2024-05-10,1.25245,1.2541,1.25023,1.25239,67656180000
2024-05-12,1.25155,1.25273,1.25124,1.25216,2324760000
2024-05-13,1.25218,1.25683,1.25172,1.25598,65272250000
2024-05-14,1.25597,1.25927,1.25092,1.25836,86095330000
2024-05-15,1.25835,1.2694,1.25831,1.26884,92606330000
2024-05-16,1.26883,1.27005,1.26432,1.26711,71247100000
2024-05-17,1.26711,1.27114,1.26447,1.26999,53856560018
2024-05-19,1.26953,1.27077,1.26878,1.27055,2010700001
2024-05-20,1.27055,1.27252,1.26889,1.27095,57867300022
2024-05-21,1.27096,1.27266,1.26863,1.27097,45820630006
2024-05-22,1.27098,1.2761,1.26998,1.27202,79158940040
2024-05-23,1.27201,1.27463,1.26852,1.26929,87184300041
2024-05-24,1.26927,1.27507,1.26753,1.27358,62628520022
2024-05-26,1.27299,1.27429,1.27299,1.27338,2885240004
2024-05-27,1.27336,1.27774,1.27336,1.27718,49192940045
2024-05-28,1.27718,1.28005,1.27537,1.27576,69840960027
2024-05-29,1.27575,1.27715,1.26957,1.26972,74738080020
2024-05-30,1.26973,1.27469,1.26806,1.27285,70396060024
2024-05-31,1.27286,1.2766,1.26999,1.27404,79331740027
2024-06-02,1.27336,1.27453,1.27336,1.27439,2506760002
2024-06-03,1.27439,1.28119,1.26941,1.28095,80611560042
